,hwr,awr,hspa,aspa,hrpa,arpa,hda,ada,hts,ats,hhspa,haspa,hhrpa,harpa,hhda,hada,homes,aways,hq1,hq2,hq3,hq4,aq1,aq2,aq3,aq4,league
141,11.11,88.89,96.78,111.11,107.56,97.67,-10.78,13.44,204.33,208.78,45.67,55.67,54.33,47.89,-8.67,7.78,105,111,17,24,31,33,23,27,29,32,CBA
142,12.5,50.0,100.5,103.13,110.88,104.25,-10.38,-1.13,211.38,207.38,51.0,49.88,55.63,54.75,-4.63,-4.88,100,125,30,37,19,14,37,21,40,27,CBA
143,71.43,37.5,94.29,100.25,94.57,103.38,-0.29,-3.13,188.86,203.63,49.14,47.88,42.43,51.38,6.71,-3.5,92,87,29,20,23,20,15,28,17,27,CBA
144,87.5,37.5,121.5,95.0,107.63,101.13,13.88,-6.13,229.13,196.13,61.63,47.5,52.0,52.13,9.63,-4.63,118,101,32,24,32,30,27,18,32,24,CBA
145,50.0,25.0,105.38,94.38,105.38,101.5,0.0,-7.13,210.75,195.88,50.75,43.75,52.13,49.88,-1.38,-6.13,117,108,16,36,33,32,34,29,16,29,CBA
146,20.0,100.0,72.6,101.0,89.6,77.6,-17.0,23.4,162.2,178.6,33.2,48.2,44.0,34.0,-10.8,14.2,89,109,13,18,30,28,32,27,23,27,NBB
147,40.0,50.0,75.4,79.75,78.6,82.25,-3.2,-2.5,154.0,162.0,35.0,32.5,38.0,35.75,-3.0,-3.25,85,88,24,16,23,22,17,24,27,20,NBB
148,50.0,80.0,82.5,82.8,73.38,77.2,9.13,5.6,155.88,160.0,36.88,36.2,30.5,33.4,6.38,2.8,75,76,23,17,23,12,17,12,17,30,Liga Nacional
149,66.67,66.67,74.5,80.67,66.17,76.5,8.33,4.17,140.67,157.17,36.0,40.0,30.5,39.67,5.5,0.33,77,69,17,23,18,19,6,19,17,27,Liga Nacional
150,12.5,71.43,70.25,81.86,85.38,69.71,-15.13,12.14,155.63,151.57,33.63,40.57,43.0,32.71,-9.38,7.86,65,96,17,12,15,21,21,25,19,31,Liga Nacional
151,42.86,50.0,72.29,82.0,72.43,83.33,-0.14,-1.33,144.71,165.33,34.86,36.33,37.71,37.33,-2.86,-1.0,76,72,21,18,14,23,13,15,19,25,Liga Nacional
152,71.43,25.0,82.29,66.75,72.57,78.0,9.71,-11.25,154.86,144.75,42.71,34.5,35.86,36.0,6.86,-1.5,92,58,21,22,24,25,15,14,18,11,Liga Nacional
153,57.14,20.0,78.86,72.8,78.57,81.2,0.29,-8.4,157.43,154.0,38.0,32.6,37.43,42.6,0.57,-10.0,95,73,20,27,21,27,12,8,28,25,Liga Nacional
154,60.0,83.33,83.2,83.17,81.6,75.67,1.6,7.5,164.8,158.83,43.4,37.17,41.4,37.5,2.0,-0.33,78,83,16,28,19,15,17,24,34,8,KLS
155,75.0,60.0,74.5,77.2,65.75,68.4,8.75,8.8,140.25,145.6,42.0,38.0,30.75,35.8,11.25,2.2,64,61,17,23,6,18,18,14,19,10,1. SKL
156,57.14,0.0,78.57,68.75,78.71,86.5,-0.14,-17.75,157.29,155.25,40.57,38.13,36.71,45.63,3.86,-7.5,82,68,29,25,10,18,17,16,17,18,Extraliga
157,0.0,80.0,73.0,91.8,89.67,81.2,-16.67,10.6,162.67,173.0,36.33,44.2,44.67,36.8,-8.33,7.4,81,85,19,18,24,20,20,18,27,20,Ligat Ha'al
158,100.0,0.0,90.67,82.5,83.33,90.5,7.33,-8.0,174.0,173.0,37.0,37.75,41.33,42.75,-4.33,-5.0,79,74,16,13,18,32,10,23,19,22,Ligat Ha'al
159,42.86,100.0,75.57,72.0,74.57,60.43,1.0,11.57,150.14,132.43,35.71,35.29,36.29,27.14,-0.57,8.14,70,71,16,16,20,18,19,20,16,16,WKBL
160,80.0,0.0,80.2,62.4,70.6,76.4,9.6,-14.0,150.8,138.8,41.6,31.2,35.4,37.2,6.2,-6.0,83,73,19,25,22,17,21,22,16,14,VTB-Youth League
161,14.29,40.0,59.29,64.8,77.14,71.6,-17.86,-6.8,136.43,136.4,34.71,31.4,37.43,39.0,-2.71,-7.6,61,74,16,20,15,10,23,18,17,16,VTB-Youth League
162,60.0,28.57,73.4,60.29,76.0,68.14,-2.6,-7.86,149.4,128.43,35.2,29.71,38.6,32.71,-3.4,-3.0,77,74,22,20,16,19,24,11,24,15,VTB-Youth League
163,60.0,0.0,80.2,60.86,75.0,77.14,5.2,-16.29,155.2,138.0,38.0,28.29,38.0,39.14,0.0,-10.86,76,72,15,21,22,18,21,9,16,26,VTB-Youth League
164,100.0,33.33,94.33,53.0,41.67,67.67,52.67,-14.67,136.0,120.67,49.33,29.0,24.0,34.67,25.33,-5.67,82,49,25,27,18,12,10,18,7,14,Premier League Women
165,50.0,42.86,66.0,65.57,67.0,69.57,-1.0,-4.0,133.0,135.14,36.0,32.0,32.83,39.14,3.17,-7.14,84,73,22,23,21,18,19,17,14,23,Super League 1 (W)
166,42.86,42.86,57.14,72.0,62.43,64.0,-5.29,8.0,119.57,136.0,30.0,37.14,33.86,33.29,-3.86,3.86,59,58,18,13,9,19,22,16,14,6,Super League 1 (W)
167,85.71,50.0,79.86,65.33,55.71,64.5,24.14,0.83,135.57,129.83,43.14,28.0,26.0,33.5,17.14,-5.5,67,72,22,13,19,13,13,15,19,25,Super League 1 (W)
168,50.0,60.0,75.0,68.6,70.67,64.0,4.33,4.6,145.67,132.6,41.5,34.8,37.5,34.8,4.0,0.0,53,65,18,12,9,14,19,14,16,16,Super League 1 (W)
169,100.0,0.0,68.33,51.67,50.67,76.83,17.67,-25.17,119.0,128.5,37.33,25.33,21.83,39.83,15.5,-14.5,87,60,22,29,20,16,12,6,23,19,Super League 1 (W)
170,100.0,16.67,76.86,57.0,54.86,74.33,22.0,-17.33,131.71,131.33,40.71,26.5,26.86,38.33,13.86,-11.83,93,53,30,17,25,21,14,8,15,16,Super League 1 (W)
171,0.0,100.0,51.75,90.75,84.25,51.0,-32.5,39.75,136.0,141.75,24.25,43.0,35.0,24.25,-10.75,18.75,55,81,19,12,13,11,16,19,24,22,Higher League
172,40.0,72.73,66.1,69.55,67.9,61.64,-1.8,7.91,134.0,131.18,30.3,35.36,32.5,28.27,-2.2,7.09,68,78,16,15,17,20,17,26,16,19,LPB
173,60.0,16.67,82.2,77.5,84.8,88.33,-2.6,-10.83,167.0,165.83,43.6,39.83,44.8,47.17,-1.2,-7.33,89,82,32,22,12,23,19,24,25,14,ING BSL
174,66.67,33.33,87.67,76.67,81.67,76.67,6.0,0.0,169.33,153.33,43.33,35.67,42.17,40.17,1.17,-4.5,82,75,22,21,15,24,15,14,25,21,ING BSL
175,66.67,0.0,82.0,70.2,72.0,95.8,10.0,-25.6,154.0,166.0,41.0,35.2,34.33,49.8,6.67,-14.6,87,75,24,23,20,20,17,23,15,20,ING BSL
176,60.0,20.0,96.8,82.6,88.0,88.2,8.8,-5.6,184.8,170.8,49.2,41.8,45.4,45.8,3.8,-4.0,,,,,,,,,,,ING BSL
177,28.57,50.0,77.71,87.67,73.86,76.0,3.86,11.67,151.57,163.67,38.29,46.33,39.14,40.17,-0.86,6.17,91,87,25,24,11,18,21,19,18,20,Herbalife Nutrition Kadınlar Basketbol Ligi
178,100.0,42.86,87.38,77.86,64.38,73.71,23.0,4.14,151.75,151.57,44.63,38.0,33.5,34.57,11.13,3.43,101,64,27,22,30,22,11,19,17,17,Herbalife Nutrition Kadınlar Basketbol Ligi
179,0.0,100.0,100.0,111.0,111.0,100.0,-11.0,11.0,211.0,211.0,51.0,58.0,58.0,51.0,-7.0,7.0,100,111,32,19,25,24,23,35,29,24,NBA
180,100.0,0.0,107.0,104.0,104.0,107.0,3.0,-3.0,211.0,211.0,49.0,45.0,45.0,49.0,4.0,-4.0,107,104,20,29,16,42,22,23,28,31,NBA
181,0.0,100.0,108.0,121.0,121.0,108.0,-13.0,13.0,229.0,229.0,58.0,73.0,73.0,58.0,-15.0,15.0,108,121,32,26,32,18,33,40,25,23,NBA
182,0.0,100.0,102.0,112.0,112.0,102.0,-10.0,10.0,214.0,214.0,59.0,53.0,53.0,59.0,6.0,-6.0,102,112,21,38,15,28,19,34,38,21,NBA
183,0.0,100.0,105.0,107.0,107.0,105.0,-2.0,2.0,212.0,212.0,54.0,60.0,60.0,54.0,-6.0,6.0,105,107,27,27,23,28,34,26,29,18,NBA
184,100.0,0.0,107.0,105.0,105.0,107.0,2.0,-2.0,212.0,212.0,61.0,50.0,50.0,61.0,11.0,-11.0,107,105,31,30,23,23,23,27,27,28,NBA
185,100.0,0.0,119.0,105.0,105.0,119.0,14.0,-14.0,224.0,224.0,62.0,51.0,51.0,62.0,11.0,-11.0,119,105,33,29,25,32,26,25,32,22,NBA
186,28.57,71.43,84.43,81.71,81.86,79.14,2.57,2.57,166.29,160.86,38.43,39.86,38.0,40.86,0.43,-1.0,81,86,27,13,21,20,15,19,21,31,Liga ACB
187,16.67,50.0,71.67,75.5,85.83,74.67,-14.17,0.83,157.5,150.17,37.17,33.67,40.67,36.83,-3.5,-3.17,86,82,30,7,16,20,13,22,16,22,Liga ACB
188,42.86,14.29,89.57,80.14,89.29,91.14,0.29,-11.0,178.86,171.29,45.71,36.0,40.71,46.57,5.0,-10.57,105,76,30,26,24,25,12,18,15,31,Liga ACB
189,100.0,71.43,91.57,82.43,78.57,78.43,13.0,4.0,170.14,160.86,41.14,36.86,39.29,37.57,1.86,-0.71,91,84,20,17,30,24,16,17,25,26,Liga ACB
190,50.0,66.67,81.33,81.67,78.67,77.83,2.67,3.83,160.0,159.5,40.33,38.17,40.17,38.0,0.17,0.17,75,78,22,17,12,24,20,17,24,17,Liga ACB
191,14.29,28.57,76.86,84.0,83.14,84.57,-6.29,-0.57,160.0,168.57,38.86,40.0,39.29,40.29,-0.43,-0.29,87,71,17,22,24,24,18,15,22,16,Liga ACB
192,60.0,20.0,89.8,82.4,87.0,97.0,2.8,-14.6,176.8,179.4,45.6,44.6,40.8,44.0,4.8,0.6,97,93,21,19,33,24,29,9,25,30,Lega Basket Serie A
193,60.0,50.0,79.6,74.75,75.6,72.5,4.0,2.25,155.2,147.25,43.4,40.5,35.8,36.5,7.6,4.0,71,69,23,15,21,12,12,23,12,22,Lega Basket Serie A
194,80.0,83.33,88.2,85.33,71.0,80.67,17.2,4.67,159.2,166.0,43.6,42.0,35.4,39.17,8.2,2.83,82,88,18,22,17,25,21,15,27,25,Lega Basket Serie A
195,25.0,100.0,75.75,83.4,80.0,70.4,-4.25,13.0,155.75,153.8,38.0,44.8,41.0,39.2,-3.0,5.6,60,77,7,18,17,18,20,23,16,18,Lega Basket Serie A
196,0.0,75.0,76.0,79.0,88.2,77.0,-12.2,2.0,164.2,156.0,36.6,39.5,45.6,39.75,-9.0,-0.25,76,89,12,23,8,33,14,19,24,32,Lega Basket Serie A
197,40.0,16.67,79.4,74.67,78.2,85.5,1.2,-10.83,157.6,160.17,39.0,38.5,39.8,44.67,-0.8,-6.17,74,73,23,19,16,16,18,22,17,16,Lega Basket Serie A
198,80.0,80.0,80.2,78.6,71.0,72.2,9.2,6.4,151.2,150.8,38.8,38.0,32.0,33.4,6.8,4.6,85,74,17,23,21,24,23,14,16,21,TBL
199,60.0,40.0,79.4,73.4,79.4,72.2,0.0,1.2,158.8,145.6,36.2,33.6,37.6,34.4,-1.4,-0.8,72,91,22,12,18,20,15,23,25,28,TBL
200,100.0,50.0,82.4,79.75,69.4,78.0,13.0,1.75,151.8,157.75,38.8,44.25,34.2,35.0,4.6,9.25,95,82,18,18,33,26,26,16,17,23,TBL
201,0.0,100.0,52.0,70.0,70.0,52.0,-18.0,18.0,122.0,122.0,34.0,41.0,41.0,34.0,-7.0,7.0,52,70,18,16,7,11,21,20,13,16,TKBL
202,0.0,100.0,53.0,60.0,60.0,53.0,-7.0,7.0,113.0,113.0,28.0,25.0,25.0,28.0,3.0,-3.0,53,60,13,15,9,16,18,7,16,19,TKBL
203,100.0,0.0,76.0,69.0,69.0,76.0,7.0,-7.0,145.0,145.0,31.0,35.0,35.0,31.0,-4.0,4.0,76,69,13,18,22,23,16,19,21,13,TB2L
204,0.0,100.0,66.0,81.0,81.0,66.0,-15.0,15.0,147.0,147.0,31.0,49.0,49.0,31.0,-18.0,18.0,66,81,19,12,17,18,23,26,15,17,TB2L
205,0.0,100.0,59.0,74.0,74.0,59.0,-15.0,15.0,133.0,133.0,29.0,33.0,33.0,29.0,-4.0,4.0,59,74,11,18,14,16,14,19,17,24,TB2L
206,66.67,0.0,83.0,68.33,74.0,80.0,9.0,-11.67,157.0,148.33,45.67,35.67,40.33,45.67,5.33,-10.0,75,64,27,20,16,12,24,11,11,18,Basket League
207,100.0,0.0,76.0,70.0,73.5,77.25,2.5,-7.25,149.5,147.25,39.0,34.75,36.0,40.5,3.0,-5.75,69,67,19,16,18,16,6,30,18,13,Basket League
208,100.0,33.33,82.75,65.67,62.75,70.33,20.0,-4.67,145.5,136.0,40.5,34.67,29.75,32.33,10.75,2.33,76,57,13,23,20,20,14,17,11,15,Basket League
209,60.0,25.0,85.6,71.75,84.0,84.0,1.6,-12.25,169.6,155.75,41.8,38.25,41.6,46.25,0.2,-8.0,85,79,21,23,18,23,19,18,15,27,United League
210,100.0,66.67,86.25,84.67,75.5,79.0,10.75,5.67,161.75,163.67,39.0,42.0,35.5,38.33,3.5,3.67,96,81,21,21,25,29,21,15,22,23,United League
211,100.0,0.0,91.5,78.33,72.75,95.33,18.75,-17.0,164.25,173.67,45.25,35.0,35.5,49.67,9.75,-14.67,93,71,19,32,25,17,11,20,22,18,BBL
212,66.67,100.0,82.33,89.67,75.67,75.67,6.67,14.0,158.0,165.33,44.67,46.67,40.0,38.0,4.67,8.67,69,73,25,15,14,15,20,18,15,20,BBL
213,75.0,33.33,90.5,82.33,88.25,94.33,2.25,-12.0,178.75,176.67,47.25,42.67,46.25,47.67,1.0,-5.0,90,79,27,24,25,14,25,22,17,15,BBL
214,100.0,25.0,86.0,86.5,70.0,90.0,16.0,-3.5,156.0,176.5,46.0,48.25,30.33,45.25,15.67,3.0,82,70,22,19,17,24,20,11,24,15,BBL
215,66.67,25.0,76.5,68.75,71.17,73.75,5.33,-5.0,147.67,142.5,40.83,37.25,38.83,36.75,2.0,0.5,72,48,20,13,16,23,13,19,8,8,Adriatic League
216,100.0,60.0,83.0,79.4,72.0,80.2,11.0,-0.8,155.0,159.6,46.0,43.6,37.2,40.8,8.8,2.8,81,74,17,26,20,18,27,18,14,15,Adriatic League
217,80.0,20.0,91.0,73.0,77.0,87.2,14.0,-14.2,168.0,160.2,43.8,35.0,37.4,44.0,6.4,-9.0,100,75,27,21,31,21,19,10,18,28,Adriatic League
218,50.0,44.44,85.33,78.78,86.0,80.56,-0.67,-1.78,171.33,159.33,39.83,38.0,40.83,35.11,-1.0,2.89,91,83,20,14,21,36,21,20,20,22,PLK
219,50.0,42.86,76.2,77.57,79.0,78.14,-2.8,-0.57,155.2,155.71,36.3,36.29,38.0,37.0,-1.7,-0.71,71,70,15,18,26,12,11,22,25,12,PLK
220,66.67,60.0,83.0,84.0,64.33,87.6,18.67,-3.6,147.33,171.6,42.17,39.2,33.67,44.6,8.5,-5.4,,,,,,,,,,,LKL
221,50.0,0.0,84.5,76.0,85.67,89.0,-1.17,-13.0,170.17,165.0,42.0,41.2,40.17,44.2,1.83,-3.0,85,84,18,20,25,22,13,26,24,21,LKL
222,75.0,0.0,78.5,69.0,74.75,83.75,3.75,-14.75,153.25,152.75,37.5,37.75,36.75,42.75,0.75,-5.0,89,84,22,28,17,12,19,30,13,17,LEB Oro
223,50.0,75.0,73.25,72.25,69.0,65.75,4.25,6.5,142.25,138.0,37.0,37.0,39.0,33.25,-2.0,3.75,65,76,10,16,22,17,21,19,10,26,LEB Oro
224,75.0,20.0,72.5,68.2,66.0,81.2,6.5,-13.0,138.5,149.4,37.25,37.0,32.25,38.4,5.0,-1.4,67,63,21,10,22,14,23,13,12,15,LEB Oro
225,11.11,77.78,97.67,102.78,107.22,103.67,-9.56,-0.89,204.89,206.44,46.78,48.56,55.44,53.33,-8.67,-4.78,112,121,36,21,34,21,25,29,32,35,CBA
226,22.22,55.56,95.56,105.0,102.0,100.22,-6.44,4.78,197.56,205.22,47.67,50.22,48.78,49.67,-1.11,0.56,126,125,28,34,22,26,21,16,36,37,CBA
227,77.78,55.56,109.56,101.78,96.33,100.22,13.22,1.56,205.89,202.0,53.11,51.44,44.89,45.78,8.22,5.67,115,88,22,23,34,36,22,26,23,17,CBA
228,55.56,66.67,98.89,97.56,95.0,95.56,3.89,2.0,193.89,193.11,49.56,47.89,48.22,46.67,1.33,1.22,103,114,24,29,25,25,16,34,29,35,CBA
229,25.0,85.71,70.42,85.57,85.08,75.07,-14.67,10.5,155.5,160.64,30.5,41.36,41.42,37.21,-10.92,4.14,69,100,18,15,21,15,21,21,29,29,B1 League
230,63.64,55.56,89.0,78.89,77.91,77.89,11.09,1.0,166.91,156.78,44.73,33.78,37.73,38.78,7.0,-5.0,96,78,21,26,24,25,14,15,24,25,B1 League
231,9.09,66.67,73.64,79.67,84.91,76.8,-11.27,2.87,158.55,156.47,35.73,38.2,42.09,37.67,-6.36,0.53,74,94,18,17,19,20,27,15,22,30,B1 League
232,9.09,25.0,78.73,73.75,88.18,83.17,-9.45,-9.42,166.91,156.92,38.09,34.42,40.27,42.67,-2.18,-8.25,74,80,19,20,16,19,19,16,17,28,B1 League
233,66.67,42.86,75.92,76.86,70.33,80.29,5.58,-3.43,146.25,157.14,35.75,36.86,33.25,39.21,2.5,-2.36,75,49,24,12,25,14,9,12,15,13,B1 League
234,10.0,41.67,70.3,66.58,76.9,70.17,-6.6,-3.58,147.2,136.75,31.9,31.67,37.9,31.33,-6.0,0.33,58,64,10,7,19,22,17,13,17,17,B1 League
235,23.08,75.0,72.0,82.83,79.46,72.42,-7.46,10.42,151.46,155.25,32.69,41.08,36.77,30.83,-4.08,10.25,87,73,27,13,25,22,22,14,15,22,B1 League
236,15.38,90.91,75.92,91.82,85.46,72.82,-9.54,19.0,161.38,164.64,35.23,45.45,41.54,33.64,-6.31,11.82,75,86,24,14,21,16,14,22,30,20,B1 League
237,45.45,62.5,80.27,79.25,77.64,82.0,2.64,-2.75,157.91,161.25,37.91,36.75,34.55,38.88,3.36,-2.13,104,80,25,20,28,31,14,21,22,23,B1 League
238,57.14,66.67,83.5,78.42,83.0,74.75,0.5,3.67,166.5,153.17,39.5,36.83,39.21,34.08,0.29,2.75,88,76,20,15,25,28,16,18,21,21,B1 League
239,100.0,20.0,72.75,70.2,66.25,83.8,6.5,-13.6,139.0,154.0,31.75,35.0,30.25,43.0,1.5,-8.0,75,68,14,16,22,23,21,14,17,16,NBB
240,75.0,16.67,89.75,76.0,73.25,86.0,16.5,-10.0,163.0,162.0,40.5,35.67,31.5,44.0,9.0,-8.33,90,93,18,18,23,31,21,21,25,26,NBB
241,60.0,0.0,75.8,72.5,84.2,82.5,-8.4,-10.0,160.0,155.0,35.0,35.25,40.6,36.5,-5.6,-1.25,80,77,16,15,26,23,23,13,14,27,NBB
242,50.0,0.0,65.5,58.0,65.0,78.67,0.5,-20.67,130.5,136.67,34.5,29.0,28.5,36.33,6.0,-7.33,61,63,13,15,18,8,7,18,9,20,British Basketball League
243,66.67,0.0,91.33,66.5,71.67,79.0,19.67,-12.5,163.0,145.5,45.67,31.0,34.67,45.5,11.0,-14.5,87,62,27,28,14,18,16,14,20,12,British Basketball League
244,0.0,50.0,85.0,94.5,90.5,93.5,-5.5,1.0,175.5,188.0,41.5,45.5,43.0,42.5,-1.5,3.0,99,110,21,26,24,28,27,27,29,27,British Basketball League
245,50.0,50.0,85.0,87.0,82.0,80.5,3.0,6.5,167.0,167.5,40.5,38.0,36.5,40.5,4.0,-2.5,84,98,20,20,22,22,27,17,33,21,British Basketball League
246,50.0,0.0,74.5,68.0,68.0,74.5,6.5,-6.5,142.5,142.5,35.5,28.5,28.5,35.5,7.0,-7.0,83,79,14,18,24,16,17,10,15,30,SBL
247,66.67,33.33,79.67,75.67,75.33,78.33,4.33,-2.67,155.0,154.0,36.0,40.33,38.33,36.67,-2.33,3.67,76,72,14,20,25,17,17,21,17,17,SBL
248,100.0,0.0,106.75,71.5,89.25,89.75,17.5,-18.25,196.0,161.25,57.25,33.0,39.5,42.0,17.75,-9.0,106,74,29,34,23,20,14,19,22,19,KLS
249,60.0,28.57,86.6,85.43,81.0,89.71,5.6,-4.29,167.6,175.14,42.8,44.86,37.6,46.0,5.2,-1.14,97,81,19,28,22,28,16,22,16,27,KLS
250,50.0,25.0,84.33,80.5,81.33,90.75,3.0,-10.25,165.67,171.25,43.83,41.5,44.5,43.88,-0.67,-2.38,78,86,21,15,18,24,11,30,20,25,NBL
251,75.0,0.0,80.5,77.0,73.5,91.75,7.0,-14.75,154.0,168.75,42.5,37.75,39.0,49.75,3.5,-12.0,,,,,,,,,,,Bundesliga
252,66.67,100.0,85.0,75.0,74.67,72.0,10.33,3.0,159.67,147.0,49.33,36.0,36.33,45.0,13.0,-9.0,72,75,27,18,11,16,15,21,25,14,Pro Basketball League
253,60.0,0.0,83.8,76.33,85.0,88.33,-1.2,-12.0,168.8,164.67,39.8,48.67,44.0,49.67,-4.2,-1.0,92,79,19,29,28,16,23,27,16,13,Super League 1
254,50.0,0.0,68.67,72.8,76.17,94.4,-7.5,-21.6,144.83,167.2,38.67,34.8,34.83,50.8,3.83,-16.0,82,65,19,26,11,26,15,14,17,19,Super League 1
255,16.67,40.0,82.5,81.6,91.0,78.2,-8.5,3.4,173.5,159.8,39.5,39.8,48.33,39.0,-8.83,0.8,75,83,22,24,14,15,14,27,26,16,Super League 1
256,33.33,0.0,76.17,71.33,78.5,82.33,-2.33,-11.0,154.67,153.67,34.83,34.33,38.17,35.67,-3.33,-1.33,78,84,12,19,19,16,15,15,9,27,Super League 1
257,0.0,33.33,79.2,79.0,90.8,82.33,-11.6,-3.33,170.0,161.33,42.2,36.67,43.4,42.67,-1.2,-6.0,71,94,24,17,12,18,28,15,26,25,Ligat Ha'al
258,57.14,33.33,81.14,69.17,73.0,85.83,8.14,-16.67,154.14,155.0,38.43,30.0,37.14,43.0,1.29,-13.0,103,69,25,30,27,21,9,17,17,26,Estonya-Letonya Basketbol Ligi
259,71.43,71.43,80.86,74.86,76.86,65.43,4.0,9.43,157.71,140.29,41.0,37.86,36.14,33.14,4.86,4.71,70,64,9,31,17,13,16,17,16,15,WNBL
260,100.0,0.0,91.4,49.29,50.8,88.71,40.6,-39.43,142.2,138.0,49.0,24.29,26.2,44.43,22.8,-20.14,101,46,24,23,27,27,12,8,10,16,Premier League Women
261,33.33,80.0,67.5,73.6,69.0,63.4,-1.5,10.2,136.5,137.0,30.83,39.6,35.5,32.4,-4.67,7.2,58,77,8,18,16,16,18,28,13,18,Premier League Women
262,33.33,40.0,69.83,56.0,74.33,82.0,-4.5,-26.0,144.17,138.0,35.33,27.2,36.33,46.2,-1.0,-19.0,60,64,12,21,16,11,16,10,21,17,Premier League Women
263,80.0,20.0,92.2,62.4,57.8,86.0,34.4,-23.6,150.0,148.4,48.0,26.4,26.4,44.8,21.6,-18.4,93,70,35,12,27,19,10,13,18,29,Premier League Women
264,50.0,50.0,65.0,64.0,59.0,63.25,6.0,0.75,124.0,127.25,31.5,28.25,26.5,31.0,5.0,-2.75,56,62,13,12,18,13,6,20,16,20,Paulista Women
265,0.0,33.33,74.8,76.0,79.4,86.0,-4.6,-10.0,154.2,162.0,37.8,39.17,38.0,44.33,-0.2,-5.17,73,74,19,13,24,17,19,16,17,22,Basketligaen
266,40.0,28.57,81.6,81.14,81.6,86.0,0.0,-4.86,163.2,167.14,41.6,39.0,39.1,41.29,2.5,-2.29,70,71,14,18,22,16,19,22,19,11,KBL
267,62.5,60.0,83.25,80.3,79.88,73.8,3.38,6.5,163.13,154.1,41.63,41.5,38.75,35.7,2.88,5.8,83,79,15,25,19,24,26,12,20,21,KBL
268,20.0,63.64,76.7,78.27,83.5,74.0,-6.8,4.27,160.2,152.27,38.1,36.91,43.4,37.36,-5.3,-0.45,65,89,20,16,12,17,25,17,23,24,KBL
269,63.64,36.36,85.09,78.0,82.55,84.09,2.55,-6.09,167.64,162.09,42.64,37.91,40.55,42.55,2.09,-4.64,85,76,22,14,32,17,19,18,25,14,KBL
270,28.57,28.57,66.43,73.29,71.86,79.0,-5.43,-5.71,138.29,152.29,34.57,36.29,35.29,40.57,-0.71,-4.29,77,74,24,19,18,16,13,21,24,16,WKBL
271,0.0,50.0,46.0,81.0,80.0,65.5,-34.0,15.5,126.0,146.5,19.0,39.0,39.0,33.5,-20.0,5.5,46,80,9,10,12,15,21,18,25,16,Liga EBA
272,40.0,40.0,70.0,70.2,70.4,73.0,-0.4,-2.8,140.4,143.2,34.6,36.6,31.8,38.8,2.8,-2.2,68,82,16,17,20,15,33,12,16,21,LEB Plata
273,80.0,0.0,77.2,72.25,75.6,82.75,1.6,-10.5,152.8,155.0,36.0,35.25,36.8,42.5,-0.8,-7.25,79,74,22,22,14,21,12,19,30,13,LEB Plata
274,0.0,50.0,61.5,63.75,67.0,75.0,-5.5,-11.25,128.5,138.75,32.0,34.75,35.75,37.5,-3.75,-2.75,52,55,17,12,15,8,14,19,9,13,LEB Plata
275,20.0,25.0,62.4,65.0,75.0,72.0,-12.6,-7.0,137.4,137.0,33.2,29.5,39.6,32.25,-6.4,-2.75,67,83,19,11,23,14,22,16,20,25,LEB Plata
276,57.14,66.67,65.86,66.5,62.86,59.33,3.0,7.17,128.71,125.83,32.29,34.5,31.86,29.33,0.43,5.17,66,62,14,22,18,12,16,17,11,18,Liga Femenina 2
277,83.33,40.0,70.0,51.0,55.33,57.4,14.67,-6.4,125.33,108.4,37.5,22.8,30.5,28.6,7.0,-5.8,53,40,14,11,14,14,6,12,12,10,Liga Femenina 2
278,0.0,100.0,73.0,86.5,98.0,71.0,-25.0,15.5,171.0,157.5,40.0,42.0,43.0,36.0,-3.0,6.0,73,98,19,21,15,18,22,21,31,24,State Cup
279,100.0,0.0,81.5,75.0,70.0,84.0,11.5,-9.0,151.5,159.0,44.5,35.0,31.5,47.0,13.0,-12.0,84,75,22,25,14,23,13,22,17,23,Ligat Ha'al Women
280,66.67,100.0,71.67,79.0,70.0,74.0,1.67,5.0,141.67,153.0,36.33,45.0,38.33,39.0,-2.0,6.0,74,79,19,20,20,15,16,29,16,18,Serie A2
281,0.0,50.0,79.5,75.5,81.5,78.0,-2.0,-2.5,161.0,153.5,43.0,39.0,38.5,41.0,4.5,-2.0,67,69,29,16,14,8,24,14,20,11,Serie A2
282,100.0,33.33,78.0,74.0,67.25,80.0,10.75,-6.0,145.25,154.0,43.25,42.67,31.5,48.0,11.75,-5.33,87,69,23,30,16,18,17,15,14,23,Serie A2
283,40.0,80.0,73.6,75.6,70.2,63.8,3.4,11.8,143.8,139.4,38.4,41.8,31.0,33.4,7.4,8.4,67,72,20,19,15,13,17,18,18,19,LegA Basket Femminile
284,90.91,53.85,88.73,76.85,73.64,69.62,15.09,7.23,162.36,146.46,41.45,35.62,36.64,28.38,4.82,7.23,79,66,12,15,23,29,10,19,19,18,B2 League
285,40.0,25.0,59.0,65.0,57.4,70.75,1.6,-5.75,116.4,135.75,29.4,29.5,32.6,36.5,-3.2,-7.0,75,64,20,10,18,12,11,11,14,24,1 Liga Kobiet
286,100.0,0.0,90.8,79.5,69.2,104.5,21.6,-25.0,160.0,184.0,44.4,38.75,26.8,59.75,17.6,-21.0,114,67,28,28,29,29,15,16,20,16,2 Liga
287,66.67,20.0,73.0,82.0,76.33,80.8,-3.33,1.2,149.33,162.8,39.67,36.8,40.17,40.6,-0.5,-3.8,79,77,19,22,21,17,18,17,17,25,2 Liga
